# Energy shift = 0.78
# a_1: -2.326 +- 0.028, a_0: 0.2 +- 1.4, domain: [10.78eV ,12.75eV]
# Y-offset = 0.01+-0.0124, AE = 12.9221+-0.0637, Scale Factor = 2.4616+-0.4156, Alpha = 2.5+-0.1688
# Y-offset = 0.01+-0.0279, AE = 14.1929+-0.0431, Scale Factor = 11.6779+-1.2235, Alpha = 2.2797+-0.1078
# -------------------------------------------------------------
Energy	Counts	Errors	Combined Fit	Fit 1	Fit 2(incl. prev.)	Fit 3(incl. prev.)
14.220000	11.790000	6.855253	12.777210	0.722943	12.668758	12.777210
14.230000	11.950000	5.386140	13.027937	0.725087	12.900670	13.027937
14.240000	14.610000	6.004207	13.283981	0.727231	13.135227	13.283981
14.250000	12.800000	6.424951	13.545570	0.729375	13.372438	13.545570
14.260000	13.010000	6.148157	13.812929	0.731519	13.612315	13.812929
14.270000	14.290000	7.416691	14.086280	0.733664	13.854866	14.086280
14.280000	14.430000	5.962491	14.365836	0.735808	14.100103	14.365836
14.290000	14.640000	5.534474	14.651805	0.737952	14.348034	14.651805
14.300000	13.520000	5.776643	14.944383	0.740096	14.598671	14.944383
14.310000	14.530000	6.861164	15.243760	0.742240	14.852022	15.243760
14.320000	16.690000	6.379078	15.550113	0.744385	15.108098	15.550113
14.330000	15.040000	6.838011	15.863610	0.746529	15.366908	15.863610
14.340000	16.480000	7.049085	16.184411	0.748673	15.628463	16.184411
14.350000	15.950000	6.685095	16.512663	0.750817	15.892771	16.512663
14.360000	16.160000	5.849308	16.848507	0.752961	16.159843	16.848507
14.370000	16.720000	6.824583	17.192072	0.755106	16.429689	17.192072
14.380000	17.570000	5.908579	17.543483	0.757250	16.702317	17.543483
14.390000	17.550000	6.044929	17.902855	0.759394	16.977739	17.902855
14.400000	18.720000	7.115354	18.270296	0.761538	17.255962	18.270296
14.410000	18.510000	7.222878	18.645910	0.763682	17.536997	18.645910
14.420000	18.560000	7.451604	19.029796	0.765827	17.820854	19.029796
14.430000	19.520000	6.356855	19.422045	0.767971	18.107541	19.422045
14.440000	18.610000	7.310073	19.822746	0.770115	18.397068	19.822746
14.450000	19.570000	7.239104	20.231986	0.772259	18.689445	20.231986
14.460000	20.830000	7.476851	20.649845	0.774403	18.984681	20.649845
